Car_Model,Manufacture_Year,Fuel_Type,Service_Type,Total_KM,KM_Since_Last_Service,Days_Since_Last_Service,Engine_Oil_Change,Air_Filter_Replacement,Spark_Plugs_Replacement,Brake_Pads_Replacement,Brake_Fluid_Change,Wheel_Alignment,Tire_Rotation,AC_Service,AC_Filter_Replacement,Workload_Cars_Pending,Base_Service_Hours,Workload_Delay_Hours,Final_Service_Time_Hours,Predicted_Time
XC60,2019,Petrol,General,112307,11738,193,1,0,1,1,0,1,1,0,0,11,6,10.1,16.1,6.7
XC60,2021,Petrol,General,39282,7441,69,0,0,0,0,0,0,0,0,0,22,6,20.7,26.7,2.0
S60,2023,Petrol,Major,77778,5278,159,1,1,1,1,1,1,0,0,0,21,17,14.7,31.7,9.0
S60,2020,Petrol,General,19692,2520,292,0,0,0,0,1,1,0,0,0,3,6,2.0,8.0,3.6
XC40,2022,Petrol,Brake,76309,14330,167,1,0,1,1,1,0,1,0,0,7,4,6.0,10.0,7.0
XC40,2020,Petrol,General,43325,6301,287,0,0,0,1,1,0,0,0,0,14,6,11.5,17.5,3.8
XC40,2023,Petrol,Major,48538,6625,153,1,1,1,1,1,1,0,0,0,15,17,9.0,26.0,8.4
XC60,2023,Petrol,General,19637,1864,122,0,0,0,0,0,1,0,0,0,9,6,4.2,10.2,2.8
S60,2020,Diesel,Brake,17858,1929,116,0,0,0,1,1,0,0,0,0,20,4,11.2,15.2,5.4
XC90,2022,Petrol,General,79063,14174,84,1,0,1,1,0,0,1,0,0,11,6,5.3,11.3,5.6
XC60,2020,Diesel,Major,42359,5857,363,1,1,0,1,1,1,0,1,0,7,17,4.0,21.0,9.0
V90,2015,Diesel,General,170459,22511,192,1,1,0,1,0,1,1,0,0,12,6,6.7,12.7,6.8
XC60,2023,Diesel,Major,31694,2343,70,1,1,0,0,1,1,0,0,0,19,17,14.9,31.9,7.7
S60,2021,Diesel,General,33923,2111,123,0,0,0,0,0,1,0,0,0,18,6,17.5,23.5,2.9
V90,2015,Diesel,Major,172573,33637,258,1,1,0,1,1,0,1,0,0,13,17,10.5,27.5,9.0
XC60,2019,Diesel,General,62719,7073,205,0,0,0,1,0,1,0,0,0,11,6,10.5,16.5,4.4
S60,2023,Petrol,Brake,48746,7041,148,0,0,1,1,1,0,0,0,0,1,4,0.9,4.9,5.4
S60,2021,Petrol,General,18680,1329,158,0,0,0,0,0,1,0,0,0,6,6,5.0,11.0,2.4
XC90,2015,Diesel,General,159259,24786,114,1,1,0,1,0,0,1,0,0,21,6,13.6,19.6,5.6
XC60,2022,Diesel,General,37144,7078,155,0,0,0,0,0,0,0,0,0,2,6,1.2,7.2,2.0
S60,2020,Diesel,General,83051,11676,189,1,0,0,1,0,1,1,0,0,13,6,11.8,17.8,5.7
XC40,2015,Diesel,General,158833,12334,94,1,0,0,1,0,1,1,0,0,13,6,12.3,18.3,6.0
S60,2021,Diesel,AC,12568,1777,84,0,0,0,0,0,1,0,1,0,19,2,12.8,14.8,3.2
XC90,2019,Diesel,AC,82431,13789,259,1,0,0,1,0,1,1,1,1,9,2,3.6,5.6,8.2
S60,2020,Diesel,Major,110192,12881,363,1,1,0,1,1,1,1,1,1,19,17,16.6,33.6,9.0
XC60,2020,Petrol,General,20569,3767,343,0,0,0,0,1,1,0,1,0,23,6,13.1,19.1,5.1
XC60,2015,Diesel,General,172992,26089,210,1,1,0,1,0,0,1,0,0,1,6,0.4,6.4,6.0
V90,2015,Diesel,Major,129669,24104,121,1,1,0,1,1,1,1,0,0,23,17,20.3,37.3,9.0
XC60,2015,Diesel,General,122187,17997,238,1,1,0,1,0,1,1,0,0,8,6,5.7,11.7,6.9
V90,2020,Diesel,AC,58757,4605,355,0,0,0,1,1,0,0,1,1,23,2,18.7,20.7,6.4
XC40,2020,Petrol,General,55257,5711,126,0,0,1,1,0,0,0,0,0,14,6,13.3,19.3,3.6
XC90,2019,Petrol,AC,14488,1278,266,0,0,0,0,0,1,0,1,0,24,2,17.4,19.4,4.9
XC40,2019,Diesel,General,54699,10241,102,1,0,0,1,0,1,1,0,0,16,6,11.2,17.2,5.2
V90,2021,Petrol,Brake,94020,15650,73,1,1,1,1,1,1,1,0,0,4,4,2.3,6.3,8.9
S60,2015,Petrol,General,175005,27072,234,1,1,1,1,0,1,1,0,0,18,6,10.5,16.5,7.1
S60,2023,Petrol,Brake,70326,7182,149,0,0,1,1,1,0,0,0,0,14,4,12.3,16.3,5.7
XC40,2019,Diesel,General,57732,4951,177,0,0,0,1,0,1,0,0,0,9,6,6.0,12.0,4.5
S60,2015,Diesel,Major,147955,24546,135,1,1,0,1,1,1,1,0,0,15,17,7.5,24.5,9.0
V90,2022,Diesel,Brake,80581,10183,73,1,0,0,1,1,1,1,0,0,3,4,1.4,5.4,8.1
XC90,2023,Petrol,General,16873,1545,170,0,0,0,0,0,0,0,0,0,4,6,2.7,8.7,2.1
XC60,2020,Petrol,General,30209,4420,309,0,0,0,0,1,0,0,1,0,23,6,15.6,21.6,4.1
V90,2023,Petrol,General,108280,7108,131,0,0,1,1,0,1,0,0,0,18,6,14.3,20.3,5.4
V90,2015,Petrol,General,135932,14363,183,1,0,1,1,0,1,1,0,0,14,6,9.6,15.6,6.6
XC60,2022,Diesel,General,16893,2121,86,0,0,0,0,0,0,0,0,0,15,6,7.3,13.3,2.0
XC60,2020,Petrol,General,26949,2175,339,0,0,0,0,1,1,0,1,0,8,6,5.6,11.6,4.8
XC90,2023,Petrol,General,16015,3168,158,0,0,0,0,0,1,0,0,0,10,6,9.4,15.4,2.9
XC90,2022,Petrol,Major,49222,4394,131,1,1,1,1,1,0,0,0,0,24,17,11.9,28.9,8.3
XC90,2022,Petrol,Major,54121,4234,82,1,1,1,1,1,0,0,0,0,12,17,9.8,26.8,8.3
S60,2020,Diesel,General,92733,8206,103,0,0,0,1,0,0,1,0,0,21,6,15.9,21.9,4.0
V90,2015,Petrol,Brake,177832,29816,174,1,1,1,1,1,0,1,0,0,9,4,7.6,11.6,8.7
XC60,2022,Diesel,Brake,111756,13362,165,1,0,0,1,1,1,1,0,0,8,4,3.9,7.9,8.0
V90,2022,Petrol,Major,82534,11485,152,1,1,1,1,1,1,1,0,0,17,17,16.4,33.4,9.0
V90,2015,Petrol,General,130831,8234,246,0,0,1,1,0,1,1,0,0,9,6,7.0,13.0,6.1
XC90,2022,Petrol,General,58258,3776,127,0,0,1,1,0,0,0,0,0,13,6,11.8,17.8,4.0
XC90,2019,Petrol,Major,49899,6108,203,1,1,1,1,1,1,0,0,0,14,17,7.7,24.7,9.0
V90,2023,Diesel,Major,18050,3146,122,1,1,0,0,1,1,0,0,0,5,17,4.2,21.2,7.7
XC90,2023,Petrol,General,44861,8251,172,0,0,1,1,0,1,1,0,0,9,6,7.8,13.8,5.6
S60,2023,Petrol,Major,25644,1849,149,1,1,0,0,1,0,0,0,0,16,17,10.2,27.2,6.0
XC60,2021,Petrol,General,102880,13926,140,1,0,1,1,0,1,1,0,0,19,6,12.0,18.0,6.3
V90,2023,Petrol,General,43833,8234,162,0,0,0,1,0,1,1,0,0,24,6,19.1,25.1,5.3
XC60,2022,Diesel,Major,99986,11430,175,1,1,0,1,1,1,1,0,0,23,17,10.5,27.5,9.0
S60,2020,Petrol,Major,39198,6904,230,1,1,0,0,1,0,0,0,0,7,17,5.9,22.9,5.7
XC90,2019,Petrol,General,54911,4322,202,0,0,1,1,0,0,0,0,0,12,6,5.1,11.1,4.4
XC40,2021,Diesel,Major,36438,6958,147,1,1,0,1,1,1,0,0,0,2,17,1.0,18.0,8.5
S60,2023,Petrol,AC,29984,4953,70,0,0,0,0,0,0,0,1,0,18,2,14.4,16.4,3.0
XC40,2023,Petrol,Major,43625,8366,74,1,1,0,0,1,0,1,0,0,18,17,8.3,25.3,6.5
XC60,2020,Petrol,Major,47569,7360,133,1,1,1,1,1,0,0,0,0,16,17,15.7,32.7,8.6
V90,2015,Petrol,General,156826,17388,319,1,1,1,1,1,1,1,1,1,11,6,10.1,16.1,9.0
XC90,2021,Diesel,General,42700,8170,132,0,0,0,0,0,0,1,0,0,2,6,1.6,7.6,3.1
S60,2019,Petrol,General,58646,5781,306,0,0,1,1,1,0,0,0,0,14,6,12.5,18.5,4.7
XC90,2023,Diesel,Major,99110,10555,187,1,1,0,1,1,1,1,0,0,4,17,3.7,20.7,9.0
XC40,2021,Petrol,Brake,12911,2041,87,0,0,0,1,1,1,0,0,0,7,4,3.9,7.9,6.2
XC40,2022,Diesel,General,16197,2707,124,0,0,0,0,0,1,0,0,0,2,6,1.8,7.8,2.8
V90,2022,Petrol,General,40128,7628,76,0,0,0,1,0,0,0,0,0,21,6,10.9,16.9,2.9
XC40,2021,Diesel,General,32015,2838,154,0,0,0,0,0,1,0,0,0,14,6,9.1,15.1,3.2
V90,2023,Petrol,General,17385,2985,197,0,0,0,0,0,0,0,0,0,7,6,5.1,11.1,2.1
S60,2021,Petrol,AC,44519,7274,122,0,0,0,1,0,0,0,1,0,9,2,7.5,9.5,4.4
V90,2023,Diesel,Major,18800,1295,97,1,1,0,0,1,0,0,0,0,8,17,3.3,20.3,6.6
XC40,2020,Diesel,General,118606,13546,289,1,0,0,1,1,1,1,0,0,9,6,5.2,11.2,6.9
XC60,2021,Petrol,Major,66737,6646,163,1,1,1,1,1,0,0,0,0,7,17,5.4,22.4,8.3
V90,2023,Petrol,Major,37337,3831,112,1,1,0,1,1,0,0,0,0,19,17,11.7,28.7,7.5
XC90,2015,Petrol,Major,173374,34260,110,1,1,1,1,1,0,1,0,0,17,17,14.7,31.7,9.0
XC60,2021,Diesel,General,89192,13377,133,1,0,0,1,0,1,1,0,0,23,6,18.2,24.2,6.2
V90,2023,Diesel,General,57892,9290,113,0,0,0,1,0,1,1,0,0,13,6,7.0,13.0,4.8
XC90,2015,Petrol,General,135717,26699,215,1,1,1,1,0,1,1,0,0,11,6,5.4,11.4,7.9
XC60,2019,Diesel,Brake,30395,3428,340,0,0,0,1,1,1,0,1,0,22,4,17.1,21.1,7.7
V90,2015,Diesel,Major,178402,30731,173,1,1,0,1,1,1,1,0,0,18,17,12.1,29.1,9.0
S60,2015,Petrol,Major,153623,18562,137,1,1,1,1,1,0,1,0,0,17,17,8.5,25.5,9.0
XC90,2021,Diesel,General,56159,10206,117,1,0,0,1,0,1,1,0,0,16,6,9.5,15.5,5.9
S60,2021,Petrol,General,55240,4711,164,0,0,1,1,0,1,0,0,0,10,6,5.8,11.8,4.8
XC40,2023,Diesel,General,114028,21970,69,1,1,0,1,0,1,1,0,0,4,6,1.9,7.9,6.1
V90,2021,Petrol,AC,21062,1908,69,0,0,0,0,0,0,0,1,0,4,2,2.9,4.9,3.3
V90,2021,Petrol,General,36616,3869,98,0,0,0,1,0,0,0,0,0,22,6,18.9,24.9,3.2
XC90,2015,Petrol,General,165221,27404,139,1,1,1,1,0,1,1,0,0,11,6,8.2,14.2,7.3
V90,2023,Petrol,AC,67083,7722,178,0,0,1,1,0,0,0,1,1,21,2,18.8,20.8,5.7
XC40,2021,Diesel,Major,45289,6573,126,1,1,0,1,1,0,0,0,0,8,17,3.8,20.8,7.8
V90,2020,Petrol,Brake,19925,2435,223,0,0,0,1,1,0,0,0,0,9,4,6.0,10.0,4.8
XC60,2019,Petrol,General,51037,8366,323,0,0,1,1,1,0,1,1,1,16,6,12.3,18.3,6.9
S60,2015,Diesel,Major,142310,13087,217,1,1,0,1,1,1,1,0,0,10,17,8.1,25.1,9.0
XC40,2021,Petrol,General,17270,1177,115,0,0,0,0,0,0,0,0,0,23,6,18.8,24.8,1.6
XC40,2020,Petrol,Brake,70816,7222,343,0,0,1,1,1,0,0,1,1,9,4,7.5,11.5,7.4
S60,2015,Diesel,General,166660,21066,184,1,1,0,1,0,1,1,0,0,3,6,2.4,8.4,6.9
S60,2021,Diesel,General,12931,1080,196,0,0,0,0,0,0,0,0,0,2,6,0.9,6.9,1.6
XC40,2023,Petrol,Brake,72182,7916,165,0,0,1,1,1,0,0,0,0,9,4,7.4,11.4,5.7
S60,2023,Petrol,Major,19555,2268,184,1,1,0,0,1,0,0,0,0,13,17,10.9,27.9,5.8
XC90,2023,Diesel,Major,33703,2292,151,1,1,0,1,1,1,0,0,0,6,17,6.0,23.0,9.0
S60,2020,Petrol,General,11154,1580,102,0,0,0,0,0,0,0,0,0,4,6,3.3,9.3,1.9
XC60,2015,Petrol,General,141905,26083,236,1,1,1,1,0,1,1,0,0,14,6,11.4,17.4,6.8
XC60,2019,Petrol,Major,30789,2501,329,1,1,0,0,1,1,0,1,0,11,17,7.8,24.8,8.6
XC90,2022,Petrol,Major,14911,2142,103,1,1,0,0,1,1,0,0,0,2,17,1.8,18.8,7.5
S60,2023,Diesel,AC,57660,8825,75,0,0,0,1,0,0,1,1,1,3,2,3.0,5.0,5.9
XC60,2023,Diesel,Major,25299,3003,81,1,1,0,0,1,0,0,0,0,5,17,4.3,21.3,6.5
V90,2021,Diesel,General,62920,9951,116,0,0,0,1,0,1,1,0,0,7,6,5.4,11.4,5.1
S60,2021,Diesel,Brake,39255,4612,121,0,0,0,1,1,1,0,0,0,11,4,4.9,8.9,6.4
XC90,2020,Petrol,General,64703,8453,339,0,0,1,1,1,1,1,1,1,12,6,10.0,16.0,8.3
S60,2020,Petrol,General,21759,1327,176,0,0,0,0,0,0,0,0,0,11,6,9.1,15.1,2.2
XC40,2023,Diesel,General,84826,13304,149,1,0,0,1,0,1,1,0,0,19,6,16.4,22.4,6.0
XC40,2021,Petrol,General,69903,10666,131,1,0,1,1,0,1,1,0,0,13,6,6.2,12.2,6.1
XC60,2019,Petrol,Brake,17554,1147,215,0,0,0,1,1,1,0,0,0,4,4,3.2,7.2,5.8
XC40,2022,Diesel,Major,14555,1623,89,1,1,0,0,1,0,0,0,0,14,17,8.1,25.1,6.0
XC90,2015,Petrol,Major,173453,34181,192,1,1,1,1,1,0,1,0,0,12,17,10.3,27.3,9.0
XC60,2015,Petrol,General,157883,18772,315,1,1,1,1,1,1,1,1,1,2,6,1.1,7.1,9.0
XC90,2020,Diesel,General,66640,8681,152,0,0,0,1,0,0,1,0,0,8,6,6.5,12.5,4.5
XC90,2022,Diesel,General,43710,8190,116,0,0,0,1,0,1,1,0,0,22,6,12.7,18.7,5.1
XC40,2023,Petrol,Major,15393,2469,168,1,1,0,0,1,1,0,0,0,19,17,7.7,24.7,7.3
XC40,2021,Diesel,General,95435,13503,68,1,0,0,1,0,1,1,0,0,13,6,10.1,16.1,5.9
XC90,2023,Petrol,Brake,56187,9646,90,0,0,1,1,1,0,1,0,0,21,4,9.8,13.8,6.5
XC40,2021,Petrol,General,29860,5404,130,0,0,0,0,0,1,0,0,0,21,6,16.7,22.7,2.8
XC40,2023,Diesel,General,39128,4850,196,0,0,0,0,0,0,0,0,0,1,6,1.0,7.0,2.2
XC40,2022,Diesel,Major,115337,14591,72,1,1,0,1,1,0,1,0,0,5,17,4.9,21.9,8.6
S60,2020,Petrol,Brake,18338,2091,314,0,0,0,1,1,1,0,1,0,22,4,11.9,15.9,7.0
XC90,2022,Petrol,General,73507,14358,94,1,0,1,1,0,0,1,0,0,11,6,9.7,15.7,5.2
V90,2019,Petrol,Major,91860,14477,325,1,1,1,1,1,0,1,1,1,11,17,6.7,23.7,9.0
XC90,2020,Petrol,AC,39956,2862,317,0,0,0,1,1,0,0,1,0,13,2,12.2,14.2,6.4
XC60,2022,Petrol,AC,43333,7835,154,0,0,0,0,0,0,0,1,0,2,2,1.7,3.7,3.8
XC40,2019,Petrol,Major,59809,7612,111,1,1,1,1,1,1,0,0,0,19,17,8.4,25.4,8.7
XC40,2015,Petrol,Major,145708,10144,129,1,1,1,1,1,0,1,0,0,16,17,10.3,27.3,8.6
V90,2021,Petrol,General,46614,6384,74,0,0,1,1,0,0,0,0,0,5,6,3.0,9.0,3.9
XC60,2023,Petrol,Brake,16694,1976,179,0,0,0,1,1,0,0,0,0,14,4,12.2,16.2,5.3
S60,2020,Diesel,General,39963,7308,175,0,0,0,1,0,1,0,0,0,19,6,12.3,18.3,4.1
XC90,2015,Petrol,AC,135304,11982,222,1,0,1,1,0,1,1,1,1,5,2,4.1,6.1,9.0
S60,2020,Petrol,General,62050,10902,102,1,0,1,1,0,0,1,0,0,21,6,16.0,22.0,4.9
XC60,2021,Diesel,General,81754,11288,156,1,0,0,1,0,0,1,0,0,24,6,23.6,29.6,4.9
V90,2023,Diesel,Major,26833,1815,91,1,1,0,0,1,0,0,0,0,9,17,8.7,25.7,6.7
XC60,2022,Petrol,General,62983,12348,142,1,0,1,1,0,0,1,0,0,24,6,15.8,21.8,5.0
V90,2023,Petrol,General,27079,3568,177,0,0,0,0,0,1,0,0,0,12,6,10.0,16.0,3.0
S60,2015,Diesel,Major,155317,15643,157,1,1,0,1,1,0,1,0,0,16,17,14.4,31.4,8.9
S60,2021,Petrol,Brake,64263,8078,137,0,0,1,1,1,1,1,0,0,19,4,17.8,21.8,7.2
XC60,2019,Diesel,Major,54349,9788,259,1,1,0,1,1,0,1,0,0,15,17,6.6,23.6,8.9
XC60,2019,Petrol,General,51843,5323,175,0,0,1,1,0,0,0,0,0,17,6,9.9,15.9,4.1
XC40,2020,Petrol,Major,57438,4995,222,1,1,1,1,1,0,0,0,0,15,17,8.9,25.9,8.3
V90,2021,Petrol,General,20876,1629,193,0,0,0,0,0,1,0,0,0,3,6,2.0,8.0,3.0
XC40,2019,Diesel,General,12869,1308,341,0,0,0,0,1,0,0,1,0,17,6,8.5,14.5,4.1
XC90,2022,Diesel,Major,35305,5973,160,1,1,0,0,1,0,0,0,0,13,17,9.1,26.1,6.6
XC90,2015,Petrol,Brake,135186,17037,312,1,1,1,1,1,1,1,1,1,9,4,7.2,11.2,9.0
XC60,2022,Petrol,General,42928,3942,85,0,0,0,1,0,0,0,0,0,13,6,9.1,15.1,3.0
S60,2020,Petrol,Major,36478,3037,196,1,1,0,0,1,1,0,0,0,16,17,12.8,29.8,7.3
XC90,2019,Petrol,General,47532,5066,339,0,0,1,1,1,1,0,1,0,19,6,8.4,14.4,7.2
XC90,2023,Diesel,General,111195,21303,132,1,1,0,1,0,0,1,0,0,14,6,13.0,19.0,6.2
XC40,2020,Petrol,General,38017,4106,214,0,0,0,0,0,0,0,0,0,8,6,7.7,13.7,2.5
XC40,2015,Diesel,AC,175512,34810,202,1,1,0,1,0,0,1,1,1,22,2,17.0,19.0,7.8
XC90,2020,Petrol,Brake,67424,8625,226,0,0,1,1,1,1,1,0,0,19,4,17.6,21.6,7.8
XC60,2019,Diesel,Major,78787,6703,336,1,1,0,1,1,1,0,1,1,24,17,11.5,28.5,9.0
XC40,2021,Diesel,Major,18755,3465,147,1,1,0,0,1,0,0,0,0,3,17,2.6,19.6,6.5
XC90,2021,Petrol,Brake,97573,12142,72,1,0,1,1,1,1,1,0,0,23,4,10.8,14.8,8.6
S60,2022,Petrol,General,91821,14632,102,1,0,1,1,0,1,1,0,0,21,6,13.5,19.5,6.2
XC40,2022,Petrol,General,39181,7746,135,0,0,0,1,0,0,0,0,0,18,6,10.7,16.7,3.5
XC90,2021,Petrol,General,58088,3893,110,0,0,1,1,0,0,0,0,0,16,6,12.0,18.0,3.9
V90,2022,Petrol,Major,12255,901,78,1,1,0,0,1,1,0,0,0,14,17,8.1,25.1,7.0
XC40,2020,Petrol,AC,86015,13836,189,1,0,1,1,0,0,1,1,1,16,2,12.5,14.5,6.9
V90,2023,Diesel,General,59037,5871,83,0,0,0,1,0,0,0,0,0,24,6,14.9,20.9,3.8
XC40,2023,Petrol,General,40150,3444,85,0,0,0,1,0,0,0,0,0,17,6,15.6,21.6,3.2
XC40,2020,Diesel,General,86143,5643,224,0,0,0,1,0,0,0,0,0,20,6,15.6,21.6,3.4
V90,2023,Diesel,Brake,68705,4332,141,0,0,0,1,1,0,0,0,0,11,4,5.8,9.8,5.9
XC60,2019,Diesel,General,94531,15921,290,1,1,0,1,1,1,1,0,0,13,6,7.8,13.8,7.1
XC90,2020,Petrol,General,16944,1335,306,0,0,0,0,1,0,0,0,0,11,6,10.0,16.0,2.9
XC60,2022,Petrol,Major,62396,7829,127,1,1,1,1,1,0,0,0,0,4,17,2.5,19.5,8.2
XC60,2020,Petrol,Major,21062,3050,163,1,1,0,0,1,1,0,0,0,14,17,10.1,27.1,7.1
XC90,2021,Petrol,General,41204,4943,120,0,0,0,1,0,0,0,0,0,5,6,3.9,9.9,3.6
S60,2022,Petrol,General,18154,1158,182,0,0,0,0,0,0,0,0,0,4,6,2.4,8.4,1.7
XC60,2021,Diesel,Major,91585,15541,152,1,1,0,1,1,0,1,0,0,1,17,0.6,17.6,9.0
XC60,2022,Petrol,General,26565,1632,133,0,0,0,0,0,0,0,0,0,14,6,9.6,15.6,1.9
XC60,2023,Petrol,AC,15051,2508,126,0,0,0,0,0,0,0,1,0,7,2,3.7,5.7,3.2
S60,2015,Diesel,Major,141958,26271,185,1,1,0,1,1,1,1,0,0,10,17,5.7,22.7,9.0
XC40,2015,Petrol,General,124881,15060,362,1,1,1,1,1,1,1,1,1,2,6,0.9,6.9,9.0
V90,2022,Petrol,General,25415,3430,148,0,0,0,0,0,1,0,0,0,10,6,5.8,11.8,3.4
V90,2022,Diesel,General,28335,3592,85,0,0,0,0,0,1,0,0,0,3,6,1.8,7.8,3.3
S60,2021,Petrol,General,30136,3450,158,0,0,0,0,0,1,0,0,0,21,6,20.5,26.5,2.1
XC60,2023,Petrol,AC,28924,5328,86,0,0,0,0,0,0,0,1,0,8,2,6.0,8.0,3.6
V90,2015,Petrol,Brake,145530,26944,198,1,1,1,1,1,1,1,0,0,10,4,8.7,12.7,9.0
S60,2021,Diesel,General,56668,6064,60,0,0,0,1,0,0,0,0,0,8,6,3.4,9.4,3.5
XC90,2015,Petrol,General,131431,19203,257,1,1,1,1,0,1,1,0,0,14,6,6.5,12.5,6.8
V90,2019,Petrol,General,10098,1916,269,0,0,0,0,0,0,0,0,0,18,6,16.0,22.0,1.8
XC90,2021,Petrol,General,31954,6221,100,0,0,0,0,0,1,0,0,0,9,6,7.0,13.0,3.0
XC60,2021,Petrol,Major,90707,11905,110,1,1,1,1,1,1,1,0,0,22,17,11.3,28.3,9.0
V90,2022,Petrol,General,110861,13679,74,1,0,1,1,0,0,1,0,0,9,6,5.8,11.8,6.0
S60,2023,Petrol,AC,61524,6091,67,0,0,1,1,0,0,0,1,1,4,2,2.9,4.9,5.5
XC40,2020,Petrol,General,33843,6573,296,0,0,0,0,1,0,0,0,0,3,6,2.7,8.7,2.8
V90,2019,Petrol,Major,66960,5356,123,1,1,1,1,1,1,0,0,0,14,17,6.1,23.1,9.0
V90,2019,Petrol,Brake,111226,15702,159,1,1,1,1,1,1,1,0,0,14,4,10.6,14.6,9.0
V90,2023,Petrol,General,11734,1168,115,0,0,0,0,0,0,0,0,0,21,6,17.4,23.4,1.1
V90,2022,Diesel,General,27804,2754,162,0,0,0,0,0,1,0,0,0,16,6,15.8,21.8,3.1
S60,2022,Petrol,General,46092,5378,197,0,0,1,1,0,0,0,0,0,5,6,4.4,10.4,3.3
S60,2023,Petrol,General,18838,3764,161,0,0,0,0,0,1,0,0,0,20,6,11.3,17.3,2.7
XC40,2022,Diesel,AC,47952,3246,137,0,0,0,1,0,0,0,1,0,23,2,19.0,21.0,4.6
S60,2019,Diesel,AC,44933,6335,191,0,0,0,1,0,1,0,1,0,24,2,20.6,22.6,5.6
S60,2019,Petrol,AC,61341,4389,295,0,0,1,1,1,0,0,1,1,15,2,12.6,14.6,6.0
XC60,2020,Petrol,Brake,15592,1272,234,0,0,0,1,1,0,0,0,0,21,4,18.7,22.7,5.0
XC60,2023,Petrol,General,52254,6350,178,0,0,1,1,0,1,0,0,0,9,6,8.5,14.5,5.2
XC90,2021,Petrol,AC,37214,4892,90,0,0,0,1,0,1,0,1,0,7,2,3.2,5.2,6.1
XC40,2021,Diesel,AC,55358,5327,82,0,0,0,1,0,0,0,1,1,13,2,6.0,8.0,5.3
XC60,2020,Petrol,General,24432,2548,276,0,0,0,0,0,0,0,0,0,23,6,20.2,26.2,1.7
XC40,2020,Diesel,General,77482,5592,95,0,0,0,1,0,0,0,0,0,8,6,4.4,10.4,3.8
XC40,2022,Petrol,Major,39029,3998,99,1,1,0,1,1,1,0,0,0,12,17,5.2,22.2,8.5
V90,2020,Petrol,General,109268,21342,227,1,1,1,1,0,0,1,0,0,4,6,2.6,8.6,6.0
XC40,2020,Diesel,General,32161,6183,140,0,0,0,0,0,1,0,0,0,16,6,14.3,20.3,2.5
V90,2015,Petrol,AC,138249,14776,140,1,0,1,1,0,1,1,1,1,6,2,2.9,4.9,8.8
XC90,2015,Petrol,AC,143869,20130,176,1,1,1,1,0,0,1,1,1,5,2,4.0,6.0,8.0
XC90,2020,Diesel,General,12511,2343,157,0,0,0,0,0,1,0,0,0,1,6,0.4,6.4,3.3
XC90,2020,Diesel,General,13104,797,173,0,0,0,0,0,0,0,0,0,14,6,6.5,12.5,2.3
V90,2022,Diesel,Brake,108901,18893,76,1,1,0,1,1,1,1,0,0,9,4,5.5,9.5,8.9
V90,2023,Petrol,Major,44442,8567,130,1,1,0,1,1,0,1,0,0,18,17,8.1,25.1,8.1
XC90,2022,Petrol,General,28007,2038,106,0,0,0,0,0,0,0,0,0,6,6,5.4,11.4,2.1
V90,2015,Diesel,Major,161148,13311,315,1,1,0,1,1,0,1,1,1,15,17,13.8,30.8,9.0
S60,2023,Petrol,Brake,39019,7589,169,0,0,0,1,1,0,0,0,0,16,4,13.7,17.7,4.8
S60,2019,Diesel,AC,37749,5105,337,0,0,0,0,1,0,0,1,0,8,2,4.4,6.4,4.6
V90,2022,Petrol,General,16439,1019,198,0,0,0,0,0,0,0,0,0,19,6,13.6,19.6,1.9
V90,2021,Petrol,General,43960,4223,183,0,0,0,1,0,1,0,0,0,5,6,2.6,8.6,4.1
XC60,2015,Diesel,AC,132541,16301,352,1,1,0,1,1,1,1,1,1,14,2,8.0,10.0,9.0
XC60,2022,Petrol,General,100998,15857,149,1,1,1,1,0,1,1,0,0,7,6,5.0,11.0,7.0
XC40,2020,Petrol,Major,17683,2876,342,1,1,0,0,1,0,0,1,0,4,17,3.4,20.4,7.5
XC40,2022,Petrol,General,101844,20303,151,1,1,1,1,0,1,1,0,0,21,6,9.6,15.6,7.1
XC40,2019,Petrol,General,22914,2297,267,0,0,0,0,0,0,0,0,0,1,6,0.6,6.6,1.8
XC90,2022,Petrol,General,36984,5005,132,0,0,0,0,0,0,0,0,0,4,6,3.8,9.8,1.9
S60,2023,Petrol,General,14426,1942,63,0,0,0,0,0,0,0,0,0,14,6,9.2,15.2,1.5
XC90,2023,Petrol,AC,29435,3437,172,0,0,0,0,0,0,0,1,0,23,2,22.2,24.2,3.3
V90,2022,Diesel,General,15699,1313,105,0,0,0,0,0,0,0,0,0,16,6,15.9,21.9,2.1
XC60,2023,Petrol,Brake,52479,10330,77,1,0,1,1,1,1,1,0,0,7,4,5.0,9.0,8.0
V90,2020,Diesel,Brake,42195,7572,195,0,0,0,1,1,1,0,0,0,10,4,5.7,9.7,6.7
V90,2022,Petrol,General,23420,3039,152,0,0,0,0,0,0,0,0,0,10,6,8.7,14.7,1.5
XC60,2020,Petrol,Major,46698,6745,335,1,1,1,1,1,1,0,1,0,4,17,2.0,19.0,9.0
V90,2015,Petrol,General,159713,14664,170,1,0,1,1,0,1,1,0,0,12,6,6.6,12.6,6.7
XC40,2021,Diesel,Brake,107837,14679,69,1,0,0,1,1,1,1,0,0,6,4,5.2,9.2,8.2
XC60,2022,Diesel,Major,11636,1830,132,1,1,0,0,1,1,0,0,0,13,17,8.6,25.6,7.0
V90,2023,Diesel,General,59567,7870,90,0,0,0,1,0,1,0,0,0,21,6,10.9,16.9,4.7
